עוזרת הבית | ז'אנר: דרמה, מותחן, מסתורין | שנת יציאה: 2025 | אורך סרט: 133 דקות | תקציר: מותחן סוחף, בכיכובן של סינדי סוויני ואמנדה סייפריד, המבוסס על רב המכר הבינלאומי. הסרט מוביל את הצופים אל עולם מעוות שבו השלמות היא רק אשליה ושום דבר אינו כפי שהוא נראה. | קישור לדרייב: https://drive.google.com/file/d/1eFBKdEuoVGi7mUyH_SL2jcwo-dmJeG41/view
הארי פוטר 4 - גביע האש | ז'אנר: פנטזיה, פעולה, הרפתקאות | שנת יציאה: 2005 | אורך סרט: 157 דקות | תקציר: הארי פוטר משתתף בתחרות הסוד האורחית של שלושת הקוסמים, תוך כדי שהוא מתמודד עם סכנות גדולות וגל של אירועים מסתוריים. במהלך התחרות, הארי מגלה כי כוחות אפלים מתעוררים ונאלץ להתמודד עם איומים חדשים על עולמו. | קישור לדרייב: https://drive.google.com/file/d/1Kg-bzPaHAEeeE6YYQ3qOke26XvgqZBIL/view

הארי פוטר 5 - מסדר עוף החול | ז'אנר: פעולה, פנטזיה, הרפתקאות | שנת יציאה: 2007 | אורך סרט: 138 דקות | תקציר: הארי פוטר מתמודד עם איומים חדשים כשהוא מגלה שקבוצה סודית בשם 'מסדר עוף החול' נאבקת בכוחות האופל. בבית הספר הוגוורטס, הארי וצורפיו מתמודדים עם דיכוי ומשימות מסכנות חיים. יחד, הם מנסים לחשוף את האמת ולהגן על עולם הקוסמים. | קישור לדרייב: https://drive.google.com/file/d/1nS4TCUaACTGbs3P2BUR2yogKr7q0oaL5/view

הארי פוטר 6 - הנסיך חצוי הדם | ז'אנר: פנטזיה, הרפתקאות, אקשן | שנת יציאה: 2009 | אורך סרט: 153 דקות | תקציר: הארי פוטר חוזר לשנה השישית בבית הספר הוגוורטס, שם הוא מגלה סודות חשובים על עברו של וולדמורט בעזרת ספר מסתורי. בזמן שהאיום של וולדמורט גובר, הארי וחבריו מוצאים עצמם מתמודדים עם סכנות חדשות והחלטות קשות. | קישור לדרייב: https://drive.google.com/file/d/1E1nybaeKXtDg4UP7J0c3cAZZ9pMkf7Al/view

הארי פוטר 7 - אוצרות המוות חלק 1 | ז'אנר: פנטזיה, הרפתקאות, פעולה | שנת יציאה: 2010 | אורך סרט: 146 דקות | תקציר: הארי, רון והרמיוני יוצאים למשימה מסוכנת למצוא ולהשמיד את ההורוקרוקסים של וולדמורט. הם נודדים ברחבי בריטניה, מתמודדים עם סכנות רבות ומגלים סודות אפלים על עברו של הארי. | קישור לדרייב: https://drive.google.com/file/d/1tOBzuirCjAGq7gW0nb5D0VMUhMvmj9g-/view

הארי פוטר 8 - אוצרות המוות חלק 2 | ז'אנר: פנטזיה, הרפתקאות, פעולה | שנת יציאה: 2011 | אורך סרט: 130 דקות | תקציר: הקרב הגדול על הוגוורטס מגיע לשיאו כאשר הארי פוטר וחבריו נלחמים נגד וולדמורט וצבאו. הארי מבין שעליו להקריב את עצמו כדי להביס את אדון האופל אחת ולתמיד. | קישור לדרייב: https://drive.google.com/file/d/16byhDIifTQQwo66zgRRZ13tOAY3NzkmF/view

הארי פוטר 9 - בחזרה להוגוורטס | ז'אנר: דוקומנטרי | שנת יציאה: 2022 | אורך סרט: 100 דקות | תקציר: סרט תיעודי מיוחד המציין 20 שנה לסרט הראשון, עם ראיונות, מאחורי הקלעים והתכנסות מרגשת של השחקנים והצוות. | קישור לדרייב: https://drive.google.com/file/d/1ZXTeRMYn_puW2SNu7bVB6TcgFhdYxL7L/view

קפטן אמריקה 1 - הנוקם הראשון | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2011 | אורך סרט: 124 דקות | תקציר: סטיב רוג'רס, בחור חלש אך אמיץ, עובר ניסוי שהופך אותו לקפטן אמריקה, חייל-על הנלחם נגד הנאצים במלחמת העולם השנייה. הוא מאבד את חברו הטוב ביותר ומקריב את עצמו כדי להציל את העולם, אך מוצא את עצמו קפוא בקרח למשך 70 שנה. | קישור לדרייב: https://drive.google.com/file/d/1Q3RcDnuRq42aL__yT74WDw77M8ud042C/view?usp=drivesdk

קפטן אמריקה 2 - חייל החורף | ז'אנר: פעולה, מותחן, מדע בדיוני | שנת יציאה: 2014 | אורך סרט: 136 דקות | תקציר: קפטן אמריקה מסתגל לעולם המודרני ומגלה קונספירציה מסוכנת בתוך סוכנות S.H.I.E.L.D. הוא יוצא למרדף אחרי חייל החורף, רוצח מסתורי שהוא למעשה חברו הטוב ביותר מהעבר, באקי בארנס. | קישור לדרייב: https://drive.google.com/file/d/1jZ3EDARrPx3At9NUinaAGTqn_Ddiz3gL/view

קפטן אמריקה 3 - מלחמת האזרחים | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2016 | אורך סרט: 147 דקות | תקציר: חוק הסכמי סוקוביה מפלג את הנוקמים לשתי מחנות: קפטן אמריקה ותומכיו, ואיירון מן ותומכיו. המאבק ביניהם מגיע לשיאו כאשר באקי בארנס מואשם בפיגוע, וסטיב רוג'רס מסרב להסגיר אותו, מה שמוביל לעימות חזיתי. | קישור לדרייב: https://drive.google.com/file/d/137HeiBZGwrxx3Ed6NMZZ1xJU5G6rbMkG/view?usp=drivesdk

קפטן אמריקה 4 - עולם חדש | ז'אנר: פעולה, מדע בדיוני, הרפתקאות | שנת יציאה: 2024 | אורך סרט: 118 דקות | תקציר: סם וילסון, לאחר שקיבל את המגן ואת התואר קפטן אמריקה, מתמודד עם אתגרים חדשים כשהוא מנסה להגן על אמריקה ועל העולם מפני איומים מודרניים, תוך כדי התמודדות עם מורשתו של סטיב רוג'רס. | קישור לדרייב: https://drive.google.com/file/d/1fIRFlpomsYEuAKF8J7WqU5N8zmL1LHtF/view?usp=drivesdk

שרק 1 | ז'אנר: אנימציה, קומדיה, הרפתקאות | שנת יציאה: 2001 | אורך סרט: 90 דקות | תקציר: שרק הוא אוגר בודד שאוהב את החיים בביצה שלו. כאשר חבורת יצורי אגדה מגורשים לביצה שלו, הוא יוצא להרפתקה להציל נסיכה יפה כדי להחזיר את השקט לביתו. | קישור לדרייב: https://drive.google.com/file/d/1-gdWD0N-iCdLMItt1mobdmY_7Jlyc_yy/view?usp=drivesdk

שרק 2 | ז'אנר: אנימציה, קומדיה, פנטזיה | שנת יציאה: 2004 | אורך סרט: 93 דקות | תקציר: שרק ופיהוק יוצאים למסע לפגוש את הוריה של פיהוק. הם מגלים שהממלכה לא בדיוק מקבלת אותם בברכה, ושרק נאלץ להתמודד עם הסנדק הפיה המנסה להרוס את מערכת היחסים שלהם. | קישור לדרייב: https://drive.google.com/file/d/1-fNd4IKnysNTofQPRzzZiPjGMHhcyGWi/view?usp=drivesdk

שרק 3 - דבקות בכתר | ז'אנר: אנימציה, קומדיה, הרפתקאות | שנת יציאה: 2007 | אורך סרט: 93 דקות | תקציר: שרק מוצא את עצמו היורש המיועד לכתר של ממלכת "הרחק הרחק", אך הוא לא מעוניין בתפקיד. הוא יוצא למסע למצוא יורש אחר, תוך כדי התמודדות עם נסיך המחפש נקמה. | קישור לדרייב: https://drive.google.com/file/d/1-CiuiPyM7HxNcJ7AVn1LEVUi3HaVkBMc/view?usp=drivesdk

שרק 4 - סוף סוף | ז'אנר: אנימציה, הרפתקאות, קומדיה | שנת יציאה: 2010 | אורך סרט: 93 דקות | תקציר: שרק, עייף מחיי המשפחה, כורת חוזה עם שטן שמחזיר אותו לעולם מקביל שבו הוא מעולם לא נולד. הוא חייב למצוא דרך להחזיר את המצב לקדמותו ולזכור מה באמת חשוב לו. | קישור לדרייב: https://drive.google.com/file/d/1-P_EqFQT5VGGq9lQTMwY--FD95qla-V_/view?usp=drivesdk

אווטאר | ז'אנר: מדע בדיוני, הרפתקאות, פנטזיה | שנת יציאה: 2009 | אורך סרט: 162 דקות | תקציר: על כוכב הלכת פנדורה, חייל נכה בשם ג'ייק סאלי משתתף בתוכנית אווטאר, המאפשרת לו לשלוט בגוף של תושב המקום. הוא מתאהב בתרבות הילידים ומגלה את האמת המרה על תוכניתה של האנושות. | קישור לדרייב: https://drive.google.com/file/d/0B79u9U_OzyeCcGozNGhCY2NnTzQ/view?usp=drivesdk&resourcekey=0-Wf_aC5Etmd46_Mg-IqN3iw

אווטאר: האווטאר האחרון | ז'אנר: פנטזיה, פעולה, הרפתקאות | שנת יציאה: 2010 | אורך סרט: 103 דקות | תקציר: אנג, הנער האחרון שיכול לשלוט בכל ארבעת היסודות, יוצא למסע יחד עם חבריו כדי לעצור את אומת האש המאיימת להשתלט על העולם. | קישור לדרייב: https://drive.google.com/file/d/1Npg_g5FPB65QnUYwfsH7DC0mhcR5eIvJ/view

אווטאר: דרך המים | ז'אנר: מדע בדיוני, פנטזיה, הרפתקאות | שנת יציאה: 2022 | אורך סרט: 192 דקות | תקציר: ג'ייק סאלי ומשפחתו נאלצים לעזוב את ביתם ולמצוא מקלט אצל שבט הים של פנדורה. הם לומדים לחיות עם התרבות החדשה ומתמודדים עם איומים ישנים וחדשים. | קישור לדרייב: https://drive.google.com/file/d/1u2NGxUyw8p-IORmvSIRR6h9TitwCwLff/view?usp=drivesdk

משימה בלתי אפשרית | ז'אנר: פעולה, מתח | שנת יציאה: 1996 | אורך סרט: 110 דקות | תקציר: איתן האנט, סוכן סוכנות IMF, מוצא את עצמו מנודה לאחר שצוותו נרצח במשימה כושלת. הוא יוצא למסע לחשוף את הבוגד בתוך הארגון ולנקות את שמו. | קישור לדרייב: https://drive.google.com/file/d/1LMLg5vC1SDeg82lblGrLys_z0j_z_9DS/view

משימה בלתי אפשרית 2 | ז'אנר: פעולה, מתח | שנת יציאה: 2000 | אורך סרט: 124 דקות | תקציר: איתן האנט יוצא למשימה לעצור וירוס קטלני שנגנב על ידי טרוריסט. הוא חייב לחדור לארגון האויב ולהשמיד את הווירוס לפני שיתפשט ויחסל מיליונים. | קישור לדרייב: https://drive.google.com/file/d/1OQL64u3erGkjFo7mUJBQ5wSifZ7KEp5W/view

משימה בלתי אפשרית 3 | ז'אנר: פעולה, מותחן, הרפתקאות | שנת יציאה: 2006 | אורך סרט: 126 דקות | תקציר: איתן האנט פורש כדי להתחתן, אך נקרא חזרה לפעולה כאשר סוכן סוכנות IMF נחטף. הוא נאלץ להתמודד עם סוחר נשק מסוכן המאיים על העולם. | קישור לדרייב: https://drive.google.com/file/d/1y-jPcyIPeZK-cJXUm1AzmFSnZ8Mct3Ky/view

משימה בלתי אפשרית 4 - קוד הצללים | ז'אנר: פעולה, מותחן, הרפתקאות | שנת יציאה: 2011 | אורך סרט: 132 דקות | תקציר: איתן האנט וצוותו יוצאים למשימה למנוע מתקפה גרעינית. הם חייבים לחדור לקרמלין ולמצוא את "קוד הצללים" לפני שהטרוריסטים ישלימו את תוכניתם. | קישור לדרייב: https://drive.google.com/file/d/1kjpOIYj3bdG7Xs0Qbc6TSFd4zI13m9_K/view

משימה בלתי אפשרית 5 - אומת הנוכלים | ז'אנר: פעולה, מותחן, הרפתקאות | שנת יציאה: 2015 | אורך סרט: 131 דקות | תקציר: איתן האנט מתמודד עם ארגון סינדיקט מסתורי המאיים על סוכנות IMF. הוא יוצא למרדף עולמי נגד ארגון הנוכלים, תוך כדי מאבק עם הבוגדים בשורותיו. | קישור לדרייב: https://drive.google.com/file/d/1z4dJU9fWMFxrLZ-LraDM7jIU7D-Q3DDb/view?usp=drivesdk

משימה בלתי אפשרית 6 - התרסקות | ז'אנר: פעולה, מותחן, הרפתקאות | שנת יציאה: 2018 | אורך סרט: 147 דקות | תקציר: איתן האנט יוצא למשימה לחלץ פלוטוניום ממשימה כושלת, אך המרדף מסתבך כאשר הוא מגלה שארגון סינדיקט חוזר ומאיים עליו. | קישור לדרייב: https://drive.google.com/file/d/16dZVw-Or97OZoZUxyOYLcvXFRjy8w1sV/view?usp=drivesdk

משימה בלתי אפשרית 7 - נקמת המוות חלק 1 | ז'אנר: פעולה, מותחן, הרפתקאות | שנת יציאה: 2023 | אורך סרט: 156 דקות | תקציר: איתן האנט מתמודד עם איום קיומי חדש, כאשר נשק מסתורי בשם "המפתח" נופל לידיים הלא נכונות. הוא יוצא למרדף עולמי כדי לעצור את האויב לפני שישנה את העולם. | קישור לדרייב: https://drive.google.com/file/d/1-ltvqs8uzWjl_OCwiamsR9Nwu9wagB7u

משימה בלתי אפשרית 8 - החשבון הסופי | ז'אנר: פעולה, מותחן, הרפתקאות | שנת יציאה: 2024 | אורך סרט: 150 דקות | תקציר: איתן האנט וצוותו נאבקים בזמן כדי לעצור את האיום הסופי על העולם. הקרב האחרון בין האנט לאויבו מגיע לשיאו במשימה המסוכנת ביותר שלו. | קישור לדרייב: https://drive.google.com/file/d/1VnxC-PgyRsW33WQ6GAkPrDVyFLeUlAez/view?usp=drivesdk

לשחרר את ווילי 1 | ז'אנר: הרפתקאות, דרמה, משפחה | שנת יציאה: 1993 | אורך סרט: 112 דקות | תקציר: ג'סי, ילד בעייתי, מתיידד עם לווייתן האורקה ווילי הכלוא בפארק מים. הוא עושה הכל כדי לעזור לווילי לחזור הביתה לים החופשי. | קישור לדרייב: https://drive.google.com/open?id=1cYlSrxri1vjege0yPDe43eRGvVLbFUDH

לשחרר את ווילי 2 | ז'אנר: הרפתקאות, דרמה, משפחה | שנת יציאה: 1995 | אורך סרט: 98 דקות | תקציר: ג'סי, החבר הוותיק של ווילי, נשלח לצפון מערב האוקיינוס השקט כדי לעזור להציל לווייתנים צעירים שנלכדו. | קישור לדרייב: https://drive.google.com/open?id=1tHvS_n7oz15h43VVyH-N6Y5yT9i2L_Or

לשחרר את ווילי 3 - ההצלה | ז'אנר: הרפתקאות, דרמה | שנת יציאה: 1997 | אורך סרט: 91 דקות | תקציר: ג'סי חוזר להציל את ווילי ואת חבריו הלווייתנים מאיום דייגים לא חוקיים. | קישור לדרייב: https://drive.google.com/open?id=1iDdSd0AjzQzURSdxUvZPjar5nJ81Zgub

לשחרר את ווילי 4 - הבריחה ממערת הפיראטים | ז'אנר: הרפתקאות, משפחה | שנת יציאה: 2010 | אורך סרט: 87 דקות | תקציר: ילדה צעירה בשם קירבי מגלה לווייתן שנקלע למצוקה ועוזרת לו לברוח מפיראטים שמאיימים על חייו. | קישור לדרייב: https://drive.google.com/open?id=1C2neBKseLR6maonXPDE9Gk-vpcCst2SH

דדפול | ז'אנר: פעולה, קומדיה, מדע בדיוני | שנת יציאה: 2016 | אורך סרט: 108 דקות | תקציר: וייד וילסון, לשעבר חייל, הופך למוטנט בעל כוחות ריפוי מואצים לאחר ניסוי כושל. הוא יוצא לנקמה באלה שהרסו את חייו, תוך שימוש בהומור שחור ובשבירת הקיר הרביעי. | קישור לדרייב: https://drive.google.com/file/d/0B6Hm7pw6lh-Rbks0aFVjUEliYlU/view?usp=drivesdk&resourcekey=0-bOVfsMy4P_eFDKhMW268qA

דדפול 2 | ז'אנר: אקשן, קומדיה, סרט גיבורים | שנת יציאה: 2018 | אורך סרט: 119 דקות | תקציר: דדפול מקים צוות מוטנטים משלו, "אקס-פורס", כדי להגן על נער צעיר מפני חייל העל קייבל. | קישור לדרייב: https://drive.google.com/file/d/1JZaocIUzptXPOF5z3DRKeXe2hSrmGRnP/view?usp=drivesdk

דדפול 3 | ז'אנר: פעולה, קומדיה, פנטזיה | שנת יציאה: 2024 | אורך סרט: 125 דקות | תקציר: דדפול מתמודד עם אתגרים חדשים בעולם הקולנועי של מארוול, פוגש דמויות מוכרות ומשלב פעולה עם הומור אירוני. | קישור לדרייב: https://drive.google.com/file/d/1CD58luaeUZc_fzkTssEFtR1BGFcjbxj0/view?usp=drivesdk

שכחו אותי בבית | ז'אנר: קומדיה, משפחה | שנת יציאה: 1990 | אורך סרט: 103 דקות | תקציר: קווין מקאליסטר נשאר לבד בבית כשמשפחתו יוצאת לחופשת חג המולד. הוא מגלה שפורצים מתכננים לפרוץ לביתו, ומפעיל נגדם מלכודות מתוחכמות ומצחיקות. | קישור לדרייב: https://drive.google.com/file/d/1Fx9v2kf6hayCVN3zJUYrARq5Afey_knc/view?usp=drivesdk

שכחו אותי בבית 2 - אבוד בניו יורק | ז'אנר: קומדיה, משפחה | שנת יציאה: 1992 | אורך סרט: 120 דקות | תקציר: קווין מקאליסטר מוצא את עצמו לבד בניו יורק לאחר שתפס את הטיסה הלא נכונה. הוא משתמש בכישרונותיו כדי לעצור פורצים שתכננו לשדוד חנות צעצועים. | קישור לדרייב: https://drive.google.com/file/d/1rOMDO23f4VTO_8O3Mj0AsZwV_k7FZ_bO/view?usp=drivesdk

שכחו אותי בבית 3 | ז'אנר: קומדיה, פעולה | שנת יציאה: 1997 | אורך סרט: 102 דקות | תקציר: אלכס, ילד בן 8, מגלה ששודדים מחפשים שבב מחשב שהוחבא בצעצוע שלו. הוא משתמש במלכודות גאוניות כדי להגן על הבית ולעצור את הגנבים. | קישור לדרייב: https://drive.google.com/file/d/1WDpSwL_q7X4d-LB5OoFS0zZityqWj3NU/view?usp=drivesdk

שכחו אותי בבית 4 | ז'אנר: קומדיה, משפחה | שנת יציאה: 2002 | אורך סרט: 88 דקות | תקציר: קווין מקאליסטר מנסה להסתגל לחיים עם הוריו הגרושים. הוא מתמודד עם פורצים שמאיימים על ביתו. | קישור לדרייב: https://drive.google.com/file/d/1iUPccPdUpr6UdP3LbtEMq0EU7q7czjLX/view?usp=drivesdk

שכחו אותי בבית 5 | ז'אנר: קומדיה, משפחתי | שנת יציאה: 2012 | אורך סרט: 90 דקות | תקציר: ילד חכם ונמרץ מגן על ביתו מפני גנבים בזמן חופשה משפחתית, בעזרת מלכודות יצירתיות. | קישור לדרייב: https://drive.google.com/file/d/18oecmkJnT08xUUmKKo7Kzo0xpAN1m4Dl/view?usp=drivesdk

שכחו אותי בבית 6 | ז'אנר: קומדיה, משפחה | שנת יציאה: 2002 | אורך סרט: 89 דקות | תקציר: ילד צעיר נשאר לבד בבית ונלחם בגנבים שמנסים לפרוץ אליו, תוך כדי התמודדות עם מצבים קומיים. | קישור לדרייב: https://drive.google.com/file/d/10TggeruX4QlhBXdb52AUKoS6aRx9QQVT/view?usp=drivesdk

הרץ במבוך 1 - הרץ במבוך | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2014 | אורך סרט: 113 דקות | תקציר: תומאס מתעורר במבוך ענקי ובו נערים נוספים. הם חייבים למצוא דרך לצאת מהמבוך המסתורי, תוך התמודדות עם יצורים קטלניים וסודות מבעיתים. | קישור לדרייב: https://drive.google.com/file/d/12k_UyTfd7sZKf2Emay1HBOptrwvPrSGe/view

הרץ במבוך 2 - המבחן באש | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2015 | אורך סרט: 132 דקות | תקציר: תומאס והחברים בורחים מהמבוך אך מוצאים את עצמם במדבר שומם. הם מגלים שהעולם החיצוני מסוכן אף יותר ומנסים לחשוף את האמת. | קישור לדרייב: https://drive.google.com/file/d/1lB7HSCNQhfH8bXfDb4-tRVQQgl0qs8uB/view

הרץ במבוך 3 - תרופת המוות | ז'אנר: מדע בדיוני, פעולה, הרפתקאות | שנת יציאה: 2018 | אורך סרט: 143 דקות | תקציר: תומאס יוצא למשימה אחרונה כדי להציל את חבריו מהארגון המסתורי, תוך גילוי האמת על המבוך ומקורו. | קישור לדרייב: https://drive.google.com/file/d/1Dl16oSsGjT3RHhpdf_fV2tgZPWgqdBSS/view

רמבו 1 | ז'אנר: אקשן, דרמה, הרפתקאות | שנת יציאה: 1982 | אורך סרט: 93 דקות | תקציר: ג'ון רמבו, יוצא צבא וייטנאם, נרדף על ידי שוטרים בעיירה קטנה. הוא משתמש בכישורי ההישרדות שלו כדי להילחם בהם ולחשוף את היחס המחפיר שקיבל לאחר המלחמה. | קישור לדרייב: https://drive.google.com/file/d/1HW1pm2r9Qv1kgs7kUkzTTYV9FKVUkoTM/view?usp=drivesdk

רמבו 2 | ז'אנר: אקשן, דרמה, הרפתקאות | שנת יציאה: 1985 | אורך סרט: 96 דקות | תקציר: רמבו משתחרר מהכלא כדי לצאת למשימה בווייטנאם ולהציל שבויי מלחמה אמריקאים. | קישור לדרייב: https://drive.google.com/file/d/11oiKrNz_pU_sl3B_Hs-tOnzH27MO0Fg3/view?usp=drivesdk

רמבו 3 | ז'אנר: אקשן, דרמה, הרפתקאות | שנת יציאה: 1988 | אורך סרט: 101 דקות | תקציר: רמבו יוצא לאפגניסטן כדי להציל את קולונל טראוטמן מהשבי. | קישור לדרייב: https://drive.google.com/file/d/1xi9mXOJCOw-s_TJ04U0PoE_aJpcKXh73/view?usp=drivesdk

רמבו 4 | ז'אנר: אקשן, דרמה | שנת יציאה: 2008 | אורך סרט: 93 דקות | תקציר: רמבו מתגורר במיאנמר ומתבקש לעזור לקבוצת מיסיונרים. הוא יוצא למשימה להצלתם, תוך קרב נגד צבא מקומי אכזרי. | קישור לדרייב: https://drive.google.com/file/d/1HDXOI8cnpt7JN2ffpmAM-HaeEoVNEqjj/view?usp=drivesdk

עידן הקרח 1 | ז'אנר: אנימציה, הרפתקאות, קומדיה | שנת יציאה: 2002 | אורך סרט: 81 דקות | תקציר: מני, מאנו וסיד יוצאים למסע להחזיר תינוק אנושי למשפחתו, תוך התמודדות עם קרחונים, חיות טרף וחברות מפתיעה. | קישור לדרייב: https://drive.google.com/file/d/1QxqO4n8buw9XLocoj1w7TQb_FV8O6-ad/view?usp=drivesdk

עידן הקרח 2 - נמסים מצחוק | ז'אנר: אנימציה, הרפתקאות, קומדיה | שנת יציאה: 2006 | אורך סרט: 91 דקות | תקציר: מני ומאנו מגלים שהקרחון שבו הם חיים עומד להימס. הם יוצאים למסע כדי למצוא מקום בטוח יותר. | קישור לדרייב: https://drive.google.com/file/d/1B1KQqAPXMpFPHfV1_Yi_G8sRU8pxw9tf/view?usp=drivesdk

עידן הקרח 3 - עלייתם של הדינוזאורים | ז'אנר: קומדיה, הרפתקאות, אנימציה | שנת יציאה: 2009 | אורך סרט: 94 דקות | תקציר: החבורה מוצאת עולם תת-קרקעי מלא בדינוזאורים, והם יוצאים להרפתקה מסוכנת כדי להציל את סיד שנחטף על ידי דינוזאורית. | קישור לדרייב: https://drive.google.com/file/d/1WV5mAtiHDmtN7-0M8lt9GilCws2k1sVC/view?usp=drivesdk

עידן הקרח 4 - תזוזה יבשתית | ז'אנר: אנימציה, הרפתקאות, קומדיה | שנת יציאה: 2012 | אורך סרט: 88 דקות | תקציר: החבורה מופרדת על ידי שבר יבשתי ויוצאת למסע ימי, תוך מפגש עם פיראטים. | קישור לדרייב: https://drive.google.com/file/d/18j4RHey1hx6aTISNiWRlwhEU1l_JNokY/view?usp=drivesdk

